url,sub_job_title,industry,job_value_avg,job_value_range_low,job_value_range_high,job_value_sample_n,job_value_template,lead_cost_low,lead_cost_high,lead_cost_note
https://www.homeadvisor.com/cost/storage-and-organization/install-closet-organizers/,Professional Closet Organizer Cost,,1422,645,2200,1848,A,,,
https://www.homeadvisor.com/cost/bathrooms/types-of-tiles/,How Much Do Different Types of Tiles Cost?,Remodeling/general contracting,112,9,215,-1,"B (range-only, avgCost is a midpoint estimate)",90,150,
https://www.homeadvisor.com/cost/swimming-pools-hot-tubs-and-saunas/install-a-sauna/,Home Sauna Cost,,3100,2500,7000,0,A,,,
https://www.homeadvisor.com/cost/painting/vinyl-siding/,Vinyl Siding Painting Cost,,4000,300,10000,0,A,,,
https://www.homeadvisor.com/cost/plumbing/repair-a-water-heater/,Water Heater Repair Cost,Plumbing,616,228,1017,16132,A,5,255,
https://www.homeadvisor.com/cost/outdoor-living/install-a-playground-or-swing-set/,Playground or Swing Set Cost,,507,327,713,379,A,,,
https://www.homeadvisor.com/cost/seasonal/install-holiday-lighting/,Christmas Light Installation Cost,,706,386,1089,2245,A,,,
https://www.homeadvisor.com/cost/cabinets-and-countertops/refinish-cabinets/,Cabinet Refinishing Cost,,3464,2717,4211,4348,A,,,
https://www.homeadvisor.com/cost/cleaning-services/rent-a-dumpster/,Dumpster Rental Cost,,267,238,311,5003,A,,,
https://www.homeadvisor.com/cost/lawn-and-garden/maintain-a-sprinkler-system/,Winterizing Sprinkler System Cost,Landscaping/lawn care,192,165,224,6389,A,8,45,
https://www.homeadvisor.com/cost/outdoor-living/cedar-decking/,Cedar Deck Cost,,6500,3600,9000,0,A,,,
https://www.homeadvisor.com/cost/swimming-pools-hot-tubs-and-saunas/fiberglass-pool-shell-prices/,Fiberglass Pool Cost,,36800,4666,85000,0,A,,,
https://www.homeadvisor.com/cost/swimming-pools-hot-tubs-and-saunas/remodel-a-swimming-pool/,Pool Remodel Cost Calculator,,1472,500,2931,3614,A,,,
https://www.homeadvisor.com/cost/cabinets-and-countertops/limestone-countertops/,Limestone Countertops Installation Cost,,4350,3500,5200,0,A,,,
https://www.homeadvisor.com/cost/kitchens/install-dishwasher/,Dishwasher Installation Cost,Remodeling/general contracting,1200,1000,1500,0,A,90,150,
https://www.homeadvisor.com/cost/plumbing/install-a-toilet/,Toilet Installation Cost,Plumbing,464,266,669,962,A,5,255,
https://www.homeadvisor.com/cost/laundry-rooms/,Laundry Room Remodel Cost,,11000,6000,17000,0,A,,,
https://www.homeadvisor.com/cost/roofing/slate-roof/,Slate Roof Cost,Roofing,13348,4389,22377,255,A,15,550,
https://www.homeadvisor.com/cost/landscape/remove-a-tree-stump/,Tree Stump Removal Cost,Landscaping/lawn care,318,157,480,16334,A,8,45,
https://www.homeadvisor.com/cost/cabinets-and-countertops/repair-cabinets/,Cabinet Repair Cost,,280,200,490,0,A,,,
https://www.homeadvisor.com/cost/siding/exterior-trim/,Exterior Window Trim Replacement Cost Calculator,Siding,1975,1975,1975,1051,A,105,105,
https://www.homeadvisor.com/cost/landscape/seal-asphalt-paving/,Driveway Sealing Cost Calculator,Landscaping/lawn care,263,131,394,7377,A,8,45,
https://www.homeadvisor.com/cost/walls-and-ceilings/metal-stud-framing/,How Much Does Metal Stud Framing Cost in 2025?,,22000,19000,25000,-1,"B (range-only, avgCost is a midpoint estimate)",,,
https://www.homeadvisor.com/cost/safety-and-security/smoke-co-detector-prices/,Smoke Detector I,,115,70,150,0,A,,,
https://www.homeadvisor.com/cost/electrical/install-wind-turbine/,Home Wind Turbine Installation Cost,Electrical,35000,20000,50000,0,A,10,175,
https://www.homeadvisor.com/cost/outdoor-living/install-a-natural-gas-bbq/,Gas Grill Installation Cost,,700,200,1200,0,A,,,
https://www.homeadvisor.com/cost/walls-and-ceilings/install-a-wall/,Wall Installation Cost,,2035,1106,3004,19629,A,,,
https://www.homeadvisor.com/cost/cabinets-and-countertops/travertine-countertops/,How Much Does a Travertine Countertop Cost?,,2635,270,5000,-1,"B (range-only, avgCost is a midpoint estimate)",,,
https://www.homeadvisor.com/cost/cabinets-and-countertops/stainless-steel-countertops/,Stainless Steel Countertops Cost,,4500,2500,6750,0,A,,,
https://www.homeadvisor.com/cost/additions-and-remodels/remove-load-bearing-wall/,Load-Bearing Wall Removal Cost,Remodeling/general contracting,3000,1000,10000,0,A,90,150,
https://www.homeadvisor.com/cost/flooring/indoor-outdoor-carpeting-prices/,How Much Does Outdoor Carpet Installation Cost in 2024?,Flooring,275,50,500,-1,"B (range-only, avgCost is a midpoint estimate)",85,85,
https://www.homeadvisor.com/cost/environmental-safety/mosquito-control/,How Much Does Mosquito Control Cost in 2025?,,985,70,1900,-1,"B (range-only, avgCost is a midpoint estimate)",,,
https://www.homeadvisor.com/cost/heating-and-cooling/install-an-electric-baseboard-or-wall-heater/,Electric Baseboard Heater Installation Cost,HVAC (AC/Heating),1365,585,2392,326,A,10,325,
https://www.homeadvisor.com/cost/garages/organize-a-garage/,Garage Organization Cost,,681,370,1200,692,A,,,
https://www.homeadvisor.com/cost/outdoor-living/screened-in-porch/,Screened-In Porch Cost Calculator,,2800,2000,4000,0,A,,,
https://www.homeadvisor.com/cost/landscape/poison-ivy-removal/,Poison Ivy Removal Cost,Landscaping/lawn care,500,400,600,0,A,8,45,
https://www.homeadvisor.com/cost/painting/aluminum-siding/,Paint Aluminum Siding Cost,,5730,3125,8300,0,A,,,
https://www.homeadvisor.com/cost/flooring/marmoleum-cost/,How Much Does Marmoleum Flooring Cost?,Flooring,1250,500,2000,-1,"B (range-only, avgCost is a midpoint estimate)",85,85,
https://www.homeadvisor.com/cost/disaster-recovery/repair-storm-or-wind-damage/,Hail Damage Roof Repair Cost,Water damage/restoration,14227,13655,15371,368,A,150,2250,
https://www.homeadvisor.com/cost/plumbing/replace-a-fuel-or-water-holding-tank/,Oil Tank Replacement Cost,Plumbing,2380,1620,3163,267,A,5,255,
https://www.homeadvisor.com/cost/outdoor-living/travertine-pavers-install/,Travertine Pavers Cost,,6380,4200,8550,0,A,,,
https://www.homeadvisor.com/cost/outdoor-living/build-redwood-deck/,Redwood Deck Cost,,18000,14000,22000,0,A,,,
https://www.homeadvisor.com/cost/plumbing/install-a-bidet/,Bidet Installation Cost,Plumbing,640,400,1500,0,A,5,255,
https://www.homeadvisor.com/cost/swimming-pools-hot-tubs-and-saunas/maintain-a-swimming-pool/,Pool Maintenance Cost,,348,208,529,9250,A,,,
https://www.homeadvisor.com/cost/cabinets-and-countertops/repair-countertops/,Refinishing Countertop Cost,,723,566,881,4218,A,,,
https://www.homeadvisor.com/cost/cabinets-and-countertops/reface-cabinets/,Cabinet Refacing Cost,,7230,4234,10226,0,A,,,
https://www.homeadvisor.com/cost/painting/paint-a-brick-house/,Brick House Painting Cost,,7000,3500,10500,0,A,,,
https://www.homeadvisor.com/cost/fencing/woven-wire-fence/,How Much Does a Livestock Fence Cost in 2024?,Fencing,2137,334,3940,-1,"B (range-only, avgCost is a midpoint estimate)",55,175,
https://www.homeadvisor.com/cost/roofing/standing-seam-metal-roof/,Standing Seam Metal Roof Cost,Roofing,19000,9400,32600,0,A,15,550,
https://www.homeadvisor.com/cost/additions-and-remodels/remodel-multiple-rooms/,House Renovation Cost,Remodeling/general contracting,33874,11971,59833,11083,A,90,150,
https://www.homeadvisor.com/cost/garages/repair-a-garage-door-opener/,Average Garage Opener Repair Costs,Garage door,273,145,407,12805,A,,,Industry tracked but no lead-cost data found
https://www.homeadvisor.com/cost/walls-and-ceilings/install-wainscoting-or-beadboard/,Wainscoting Installation Cost,,1325,1575,1600,0,A,,,
https://www.homeadvisor.com/cost/heating-and-cooling/install-rigid-foam/,Insulation Installation Cost,HVAC (AC/Heating),1852,1066,2639,0,A,10,325,
https://www.homeadvisor.com/cost/cabinets-and-countertops/corian-countertops/,Corian Countertops Cost,,3950,2200,5000,0,A,,,
https://www.homeadvisor.com/cost/siding/repair-asbestos-siding/,Asbestos Siding Removal Cost,Siding,1721,694,3433,48,A,105,105,
https://www.homeadvisor.com/cost/painting/paint-garage-door/,Garage Door Painting Cost,Garage door,350,200,500,0,A,,,Industry tracked but no lead-cost data found
https://www.homeadvisor.com/cost/fencing/composite-fencing/,Composite Fencing Cost,Fencing,16000,4200,28000,0,A,55,175,
https://www.homeadvisor.com/cost/lawn-and-garden/hire-an-arborist/,Arborist Cost,Landscaping/lawn care,875,750,1000,0,A,8,45,
https://www.homeadvisor.com/cost/swimming-pools-hot-tubs-and-saunas/build-a-swimming-pool-enclosure/,Pool Enclosure Cost,,12168,7051,18831,100,A,,,
https://www.homeadvisor.com/cost/home-design-and-decor/assemble-furniture/,Furniture Assembly Cost,,150,50,150,0,A,,,
https://www.homeadvisor.com/cost/outdoor-living/install-a-brick-paver-patio/,Paver Patio Cost,,3800,2400,7000,0,A,,,
https://www.homeadvisor.com/cost/plumbing/repair-a-clogged-drain/,Drain Cleaning Cost,Plumbing,287,182,398,33644,A,5,255,
https://www.homeadvisor.com/cost/outdoor-living/build-mahogany-deck/,Mahogany Deck Cost,,14250,5900,18400,0,A,,,
https://www.homeadvisor.com/cost/garages/install-an-electric-vehicle-charging-station,Electric Car Charger Installation Cost,,1158,736,1599,4445,A,,,
https://www.homeadvisor.com/cost/cabinets-and-countertops/wood-countertop-install/,Butcher Block Countertops Cost,,3750,1200,5000,0,A,,,
https://www.homeadvisor.com/cost/walls-and-ceilings/install-a-ceiling/,Drop Ceiling Installation Cost Calculator,,2193,999,3434,1631,A,,,
https://www.homeadvisor.com/cost/landscape/hire-a-landscape-architect/,Landscape Architect Cost,Landscaping/lawn care,2141,724,3557,72,A,8,45,
https://www.homeadvisor.com/cost/plumbing/install-a-septic-tank/,Septic System Cost,Plumbing,8017,3593,12463,1279,A,5,255,
https://www.homeadvisor.com/cost/basements/seal-a-basement-or-foundation/,Basement Waterproofing Calculator,,11712,9140,16000,5786,A,,,
https://www.homeadvisor.com/cost/environmental-safety/remove-mold-and-toxic-materials,Mold Remediation Cost,Mold removal,2619,1590,3920,7946,A,75,650,
https://www.homeadvisor.com/cost/plumbing/install-a-solar-water-heater/,Solar Water Heater Cost,Plumbing,3706,1780,5722,178,A,5,255,
https://www.homeadvisor.com/cost/home-offices/install-a-telephone-system/,Business Phone Line Installation Cost,,836,625,1260,103,A,,,
https://www.homeadvisor.com/cost/heating-and-cooling/repair-a-ceiling-fan/,Ceiling Fan Repair Cost,HVAC (AC/Heating),170,106,258,1497,A,10,325,
https://www.homeadvisor.com/cost/sunrooms/,Sunroom Addition Cost,,47000,22000,75000,0,A,,,
https://www.homeadvisor.com/cost/swimming-pools-hot-tubs-and-saunas/pool-resurfacing/,Pool Resurfacing Cost,,11000,6000,15000,0,A,,,
https://www.homeadvisor.com/cost/electrical/install-a-natural-gas-generator/,How Much Does a Natural Gas Generator Cost?,Electrical,14500,3000,26000,0,"B (range-only, avgCost is a midpoint estimate)",10,175,
https://www.homeadvisor.com/cost/designers-and-decorators/hire-a-feng-shui-consultant/,Feng Shui Consultant Cost,,821,587,1534,81,A,,,
https://www.homeadvisor.com/cost/painting/rent-a-pressure-washer/,Pressure Washer Rental Cost,,90,50,250,0,A,,,
https://www.homeadvisor.com/cost/walls-and-ceilings/venetian-plaster/,Venetian Plaster Cost,,700,585,815,0,A,,,
https://www.homeadvisor.com/cost/plumbing/clean-a-sewer-line/,Main Sewer Line Clog Repair Cost,Plumbing,376,187,569,0,A,5,255,
https://www.homeadvisor.com/cost/walls-and-ceilings/raise-a-ceiling/,Vaulting a ceiling cost,,19900,4800,38000,0,A,,,
https://www.homeadvisor.com/cost/plumbing/clean-septic-tank/,Septic Tank Pumping Cost,Plumbing,763,388,1198,6865,A,5,255,
https://www.homeadvisor.com/cost/environmental-safety/earthquake-retrofit-a-home/,Earthquake Retrofit Cost,,6082,3489,8676,94,A,,,
https://www.homeadvisor.com/cost/outdoor-living/conservatory-garden-room/,How Much Does It Cost to Install a Conservatory in 2026?,,45000,10000,80000,-1,"B (range-only, avgCost is a midpoint estimate)",,,
https://www.homeadvisor.com/cost/plumbing/install-a-sink/,Sink Installation Cost,Plumbing,742,302,1182,1438,A,5,255,
https://www.homeadvisor.com/cost/siding/brick-a-house/,Bricking a House Cost Calculator,Siding,24000,10000,75000,0,A,105,105,
https://www.homeadvisor.com/cost/plumbing/replace-a-well-pump/,Well Pump Replacement Cost Calculator,Plumbing,2072,1662,2620,1340,A,5,255,
https://www.homeadvisor.com/cost/swimming-pools-hot-tubs-and-saunas/repair-a-swimming-pool-heater/,Pool Heater Repair Cost,,391,148,633,1404,A,,,
https://www.homeadvisor.com/cost/outdoor-living/install-a-putting-green/,Putting Green Installation Cost,,4300,3500,9000,0,A,,,
https://www.homeadvisor.com/cost/outdoor-living/composite-pvc-decking/,Composite Decking Cost,,8500,5400,11500,0,A,,,
https://www.homeadvisor.com/cost/fencing/split-rail-fence/,"])</script><script>self.__next_f.push([1,",Fencing,3500,2250,5500,0,A,55,175,
https://www.homeadvisor.com/cost/siding/stain-wood-trim/,How Much Does It Cost to Stain a House in 2024?,Siding,350,200,500,-1,"B (range-only, avgCost is a midpoint estimate)",105,105,
https://www.homeadvisor.com/cost/landscape/river-rock-stone-prices/,River Rock Cost,Landscaping/lawn care,700,300,1600,0,A,8,45,
https://www.homeadvisor.com/cost/safety-and-security/hire-a-locksmith/,Locksmith Cost,Locksmith,163,107,242,0,A,15,75,
https://www.homeadvisor.com/cost/flooring/replace-repair-subfloor/,Subfloor Replacement Cost,Flooring,1560,900,3000,0,A,85,85,
https://www.homeadvisor.com/cost/outdoor-living/remove-concrete/,Concrete Removal Cost,,1136,541,1739,1331,A,,,
https://www.homeadvisor.com/cost/home-offices/internet-installation-cost/,Internet Installation Cost,,690,250,1125,0,A,,,
https://www.homeadvisor.com/cost/flooring/refinish-wood-flooring/,Hardwood Floor Refinishing Cost,Flooring,2628,1433,4088,20508,A,85,85,
https://www.homeadvisor.com/cost/heating-and-cooling/install-a-radiant-heating-system/,Radiant Floor Heating Cost,HVAC (AC/Heating),4128,1653,6656,95,A,10,325,
https://www.homeadvisor.com/cost/flooring/bamboo-floor-installation-cost/,Install Bamboo Flooring Cost,Flooring,3400,1750,5000,0,A,85,85,
https://www.homeadvisor.com/cost/outdoor-living/pave-a-parking-lot/,Asphalt Parking Lot Cost,,75000,10000,150000,0,A,,,
https://www.homeadvisor.com/cost/environmental-safety/install-lightning-protection/,Lightning Rod Installation Cost,,1227,931,1621,897,A,,,
https://www.homeadvisor.com/cost/gutters/seamless/,Seamless Gutter Installation Cost,Gutters,1311,712,1950,25827,A,65,65,
https://www.homeadvisor.com/cost/cabinets-and-countertops/install-granite-countertops/,Granite Countertops Cost,,3250,2000,4000,0,A,,,
https://www.homeadvisor.com/cost/gutters/install-vinyl-gutters/,Vinyl Gutters Cost,Gutters,1100,800,1300,0,A,65,65,
https://www.homeadvisor.com/cost/lawn-and-garden/maintain-a-lawn/,Lawn Mowing Cost Calculator,Landscaping/lawn care,248,111,385,53366,A,8,45,
https://www.homeadvisor.com/cost/heating-and-cooling/blower-motor-replacement/,Blower Motor Replacement Cost,HVAC (AC/Heating),560,300,900,0,A,10,325,
https://www.homeadvisor.com/cost/heating-and-cooling/install-chimney-liner/,Chimney Liner Cost,HVAC (AC/Heating),2500,1500,5000,0,A,10,325,
https://www.homeadvisor.com/cost/gutters/install-aluminum-gutters/,Aluminum Gutters Cost,Gutters,2400,900,3300,0,A,65,65,
https://www.homeadvisor.com/cost/cabinets-and-countertops/install-countertops/,Countertop Installation Cost,,3160,1882,4484,11023,A,,,
https://www.homeadvisor.com/cost/garages/build-a-garage/,Garage Installation Cost,,31155,18597,44373,1736,A,,,
https://www.homeadvisor.com/cost/electrical/install-cable-outlet/,Coax Cable Installation Cost,Electrical,210,75,500,0,A,10,175,
https://www.homeadvisor.com/cost/doors-and-windows/soundproof-windows/,Soundproof Windows Cost,Window replacement,900,300,1500,0,A,30,350,
https://www.homeadvisor.com/cost/flooring/repair-laminate-flooring/,Laminate Flooring Repair Cost,Flooring,1977,885,3142,971,A,85,85,
https://www.homeadvisor.com/cost/plumbing/plumbing-inspection/,Plumbing Inspection Cost,Plumbing,300,100,500,0,A,5,255,
https://www.homeadvisor.com/cost/disaster-recovery/remove-standing-water/,Water Removal Cost Calculator,Water damage/restoration,3903,1433,6373,2032,A,150,2250,
https://www.homeadvisor.com/cost/lawn-and-garden/trim-or-remove-trees-and-shrubs/,Bush Removal Cost,Landscaping/lawn care,1087,517,1656,170077,A,8,45,
https://www.homeadvisor.com/cost/flooring/cost-per-sq-ft-of-berber-carpet-installed/,Berber Carpet Installation Cost,Flooring,1250,500,1800,0,A,85,85,
https://www.homeadvisor.com/cost/outdoor-living/concrete-slab/,Concrete Slab Cost,,5400,3600,7200,0,A,,,
https://www.homeadvisor.com/cost/walls-and-ceilings/repair-drywall/,Drywall Repair Costs,,612,296,929,37102,A,,,
https://www.homeadvisor.com/cost/heating-and-cooling/install-a-boiler/,Boiler Replacement Cost,HVAC (AC/Heating),4339,2454,6723,2837,A,10,325,
https://www.homeadvisor.com/cost/outdoor-living/resurface-asphalt-driveway/,Resurface an Asphalt Driveway Cost,,3000,600,6000,0,A,,,
https://www.homeadvisor.com/cost/heating-and-cooling/repair-a-fireplace-or-woodstove/,Fireplace Repair Cost,HVAC (AC/Heating),1088,298,1882,9068,A,10,325,
https://www.homeadvisor.com/cost/environmental-safety/test-or-remove-mold-and-toxic-material/,Mold Inspection Cost,Mold removal,597,276,923,8283,A,75,650,
https://www.homeadvisor.com/cost/roofing/repair-a-roof/,Roof Repair Cost,Roofing,1843,627,3168,77107,A,15,550,
https://www.homeadvisor.com/cost/swimming-pools-hot-tubs-and-saunas/install-swimming-pool-covers-and-accessories/,Pool Cover Cost,,1825,865,2836,230,A,,,
https://www.homeadvisor.com/cost/swimming-pools-hot-tubs-and-saunas/excavate-a-pool/,Pool Excavation Cost,,2500,500,3020,0,A,,,
https://www.homeadvisor.com/cost/environmental-safety/hire-a-termite-control-service/,Termite Treatment Cost,Pest control,370,123,644,41,A,40,195,
https://www.homeadvisor.com/cost/heating-and-cooling/install-a-thermostat/,Thermostat Installation Cost Calculator,HVAC (AC/Heating),252,150,365,2404,A,10,325,
https://www.homeadvisor.com/cost/doors-and-windows/install-a-door/,Door Installation Cost,Door installation,1314,649,2046,23106,A,10,60,
https://www.homeadvisor.com/cost/flooring/install-natural-stone-tile/,Natural Stone Flooring Cost,Flooring,1795,864,2820,2077,A,85,85,
https://www.homeadvisor.com/cost/landscape/deliver-soil-mulch-or-rocks/,Fill Dirt Cost,Landscaping/lawn care,893,352,1434,4292,A,8,45,
https://www.homeadvisor.com/cost/flooring/install-wood-flooring/,Hardwood Flooring Installation Cost,Flooring,5449,3279,8345,10985,A,85,85,
https://www.homeadvisor.com/cost/heating-and-cooling/smart-thermostat-installation/,How Much Does Smart Thermostat Installation Cost in 2025?,HVAC (AC/Heating),350,200,500,0,"B (range-only, avgCost is a midpoint estimate)",10,325,
https://www.homeadvisor.com/cost/heating-and-cooling/install-gas-fireplace/,Gas Fireplace Insert Cost,HVAC (AC/Heating),3700,2300,8000,0,A,10,325,
https://www.homeadvisor.com/cost/heating-and-cooling/repair-replace-ac-condenser/,AC Condenser Replacement Cost,HVAC (AC/Heating),2900,2500,5000,0,A,10,325,
https://www.homeadvisor.com/cost/heating-and-cooling/install-electric-boiler/,Electric Boiler Installation Cost,HVAC (AC/Heating),5000,3000,7000,0,A,10,325,
https://www.homeadvisor.com/cost/fencing/repair-a-wrought-iron-fence/,Wrought Iron Fence Repair Cost Calculator,Fencing,522,253,799,1375,A,55,175,
https://www.homeadvisor.com/cost/kitchens/install-an-appliance/,Appliance Installation Cost,Appliance repair,215,133,298,11981,A,22,85,
https://www.homeadvisor.com/cost/home-theaters/projector-screen-installation-cost/,Projector and Screen Cost,,2500,1200,4000,0,A,,,
https://www.homeadvisor.com/cost/flooring/install-carpeting/,Carpet Replacement Cost,Flooring,1778,780,2812,8750,A,85,85,
https://www.homeadvisor.com/cost/swimming-pools-hot-tubs-and-saunas/repair-a-hot-tub/,Hot Tub Repair Cost,,396,228,602,2875,A,,,
https://www.homeadvisor.com/cost/flooring/marble-flooring/,Marble Flooring Cost,Flooring,3700,1900,5600,0,A,85,85,
https://www.homeadvisor.com/cost/storage-and-organization/build-a-closet/,Closet Building Cost,,2136,1080,3229,0,A,,,
https://www.homeadvisor.com/cost/cleaning-services/clean-ducts-and-vents/,Air Duct Cleaning Cost,,338,253,424,21693,A,,,
https://www.homeadvisor.com/cost/outdoor-living/concrete-resurfacing-overlays/,Concrete Resurfacing Cost,,2000,1000,5000,0,A,,,
https://www.homeadvisor.com/cost/outdoor-living/deliver-concrete/,Concrete delivery costs,,6003,3923,8950,436,A,,,
https://www.homeadvisor.com/cost/flooring/install-vinyl-or-linoleum-flooring/,Vinyl Flooring Installation Cost,Flooring,2058,1060,3068,5711,A,85,85,
https://www.homeadvisor.com/cost/siding/brick-prices/,How Much Do Bricks Cost in 2025?,Siding,1990,250,3730,-1,"B (range-only, avgCost is a midpoint estimate)",105,105,
https://www.homeadvisor.com/cost/disaster-recovery/clean-a-flooded-basement/,Flooded Basement Cleanup Cost,Water damage/restoration,4000,2000,7000,0,A,150,2250,
https://www.homeadvisor.com/cost/outdoor-living/repair-asphalt-paving/,Asphalt Driveway Repair Cost,,1280,1000,1700,3527,A,,,
https://www.homeadvisor.com/cost/heating-and-cooling/replace-ac-capacitor/,AC Capacitor Replacement Cost,HVAC (AC/Heating),180,200,400,0,A,10,325,
https://www.homeadvisor.com/cost/inspectors-and-appraisers/thermal-imaging/,Thermal Imaging Inspection Cost,,400,200,500,0,A,,,
https://www.homeadvisor.com/cost/chimneys-and-fireplaces/,Fireplace Installation Cost,,1784,1035,2607,0,A,,,
https://www.homeadvisor.com/cost/cabinets-and-countertops/repair-tile-and-grout/,Grout and Tile Repair Cost,,440,285,635,5674,A,,,
https://www.homeadvisor.com/cost/landscape/crushed-decomposed-granite/,Decomposed Granite Cost,Landscaping/lawn care,60,40,80,0,A,8,45,
https://www.homeadvisor.com/cost/additions-and-remodels/chimney-fireplace-removal/,Chimney Removal Cost,Remodeling/general contracting,4500,2000,10000,0,A,90,150,
https://www.homeadvisor.com/cost/garages/garage-door-spring-repair/,Repair a Garage Door Spring Cost,Garage door,250,150,350,0,A,,,Industry tracked but no lead-cost data found
https://www.homeadvisor.com/cost/walls-and-ceilings/install-carpentry-framing/,House Framing Cost,,4005,1173,6866,2551,A,,,
https://www.homeadvisor.com/cost/heating-and-cooling/install-a-window-air-conditioner/,Window AC Installation Cost,HVAC (AC/Heating),341,180,506,1238,A,10,325,
https://www.homeadvisor.com/cost/disability-accommodation/install-an-elevator-or-chairlift/,Home Elevator Cost,,7352,7352,7352,500,A,,,
https://www.homeadvisor.com/cost/swimming-pools-hot-tubs-and-saunas/install-in-ground-hot-tub/,In-Ground Hot Tub Cost,,15000,5000,25000,0,A,,,
https://www.homeadvisor.com/cost/heating-and-cooling/propane-boiler-prices/,Install a Propane Boiler Cost,HVAC (AC/Heating),7300,4000,10000,0,A,10,325,
https://www.homeadvisor.com/cost/fencing/install-a-wood-fence/,Wood Fence Installation Cost,Fencing,3313,1919,4948,19936,A,55,175,
https://www.homeadvisor.com/cost/heating-and-cooling/install-a-ceiling-fan/,Ceiling Fan Installation Cost Calculator,HVAC (AC/Heating),249,160,374,9747,A,10,325,
https://www.homeadvisor.com/cost/landscape/hire-a-landscape-designer/,Landscape Design Cost,Landscaping/lawn care,4772,2336,7551,3236,A,8,45,
https://www.homeadvisor.com/cost/heating-and-cooling/ac-evaporator-coil-replacement/,Evaporator Coil Replacement Cost,HVAC (AC/Heating),1350,600,2000,0,A,10,325,
https://www.homeadvisor.com/cost/flooring/install-laminate-flooring/,Laminate Flooring Installation Costs,Flooring,3677,1614,5740,10990,A,85,85,
https://www.homeadvisor.com/cost/heating-and-cooling/repair-a-furnace/,Furnace Repair Cost,HVAC (AC/Heating),311,138,484,1232,A,10,325,
https://www.homeadvisor.com/cost/garages/build-a-carport/,Carport Cost,,6356,3131,9694,343,A,,,
https://www.homeadvisor.com/cost/walls-and-ceilings/repair-a-ceiling/,Ceiling Repair Cost,,1057,438,1684,618,A,,,
https://www.homeadvisor.com/cost/heating-and-cooling/install-ducts-and-vents/,Ductwork Installation Cost,HVAC (AC/Heating),1252,453,2189,0,A,10,325,
https://www.homeadvisor.com/cost/flooring/engineered-wood/,How Much Does Engineered Hardwood Flooring Cost in 2025?,Flooring,4500,2000,7000,-1,"B (range-only, avgCost is a midpoint estimate)",85,85,
https://www.homeadvisor.com/cost/outdoor-living/install-a-patio-or-pathway/,Patio Installation Cost,,5117,2565,7767,35600,A,,,
https://www.homeadvisor.com/cost/outdoor-living/recycled-asphalt-milling-prices/,Asphalt Millings Cost,,15250,7875,22625,0,A,,,
https://www.homeadvisor.com/cost/siding/repair-siding/,Siding Repair Cost,Siding,921,366,1514,19641,A,105,105,
https://www.homeadvisor.com/cost/landscape/install-drainage/,Drainage System Cost,Landscaping/lawn care,3827,2993,4797,2207,A,8,45,
https://www.homeadvisor.com/cost/heating-and-cooling/clean-ac-coils/,AC Coil Cleaning Cost,HVAC (AC/Heating),250,100,400,0,A,10,325,
https://www.homeadvisor.com/cost/kitchens/dryer-repair/,Dryer Repair Cost Calculator,Remodeling/general contracting,180,100,430,0,A,90,150,
https://www.homeadvisor.com/cost/heating-and-cooling/repair-an-ac-unit/,Air Conditioner Repair Cost Calculator,HVAC (AC/Heating),481,205,800,1990,A,10,325,
https://www.homeadvisor.com/cost/heating-and-cooling/repair-an-hvac-system/,HVAC Repair Cost,HVAC (AC/Heating),350,130,2000,0,A,10,325,
https://www.homeadvisor.com/cost/plumbing/install-new-plumbing-pipes/,House Repiping Cost,Plumbing,1334,407,2274,6597,A,5,255,
https://www.homeadvisor.com/cost/bathrooms/,Bathroom Addition Cost,,35000,5000,75000,0,A,,,
https://www.homeadvisor.com/cost/swimming-pools-hot-tubs-and-saunas/pool-tiling/,Pool Tile Cost,,150000,3000,20000,0,A,,,
https://www.homeadvisor.com/cost/environmental-safety/test-or-remove-radon-gas/,Radon Inspection Cost,,269,138,401,122,A,,,
https://www.homeadvisor.com/cost/flooring/repair-vinyl-or-linoleum-flooring/,Vinyl Floor Repair Cost Calculator,Flooring,500,440,630,0,A,85,85,
https://www.homeadvisor.com/cost/heating-and-cooling/remodel-a-fireplace/,Fireplace Remodel Cost,HVAC (AC/Heating),1200,400,2000,0,A,10,325,
https://www.homeadvisor.com/cost/home-theaters/install-a-flat-screen-tv/,TV Mounting Cost,,271,177,400,18749,A,,,
https://www.homeadvisor.com/cost/environmental-safety/build-a-disability-ramp/,Wheelchair Ramp Costs,,2335,1570,3737,862,A,,,
https://www.homeadvisor.com/cost/kitchens/tile-backsplash-install/,Backsplash Installation Cost,Remodeling/general contracting,1000,480,1500,0,A,90,150,
https://www.homeadvisor.com/cost/home-design-and-decor/,House Furnishing Cost,,16000,10000,40000,0,A,,,
https://www.homeadvisor.com/cost/flooring/carpet-padding-prices/,Carpet Padding Cost,Flooring,510,170,850,0,A,85,85,
https://www.homeadvisor.com/cost/outbuildings/create-a-custom-metal-structure-or-object/,Create a Custom Metal Structure or Object,,2342,569,4202,721,A,,,
https://www.homeadvisor.com/cost/outdoor-living/stain-brick/,Brick Staining Cost Calculator,,4200,1200,10000,0,A,,,
https://www.homeadvisor.com/cost/heating-and-cooling/install-an-ac-unit/,AC Unit Cost Calculator,HVAC (AC/Heating),6446,4204,8697,24992,A,10,325,
